# Azure-data-example-2018-04-10.csv
# 4/10/18 RTK
# Data originally from 033018r1_qual1_analysis.xlsx
Step2Channel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
21,0.04678899,0.03112209,0.02215949,0.01594919,0.04862385,0.07431193,0.04897671,0.02498236,0.04354269,0.05052929,0.02060692,0.00691602,0.06767819,0.04587156,0.02328864,0.01030346,0.03270005,0.03206441,0.03157002,0.02507239,0.04315276,0.07662971,0.03601949,0.01892789,0.04329402,0.05296984,0.02380112,0.009605198,0.07055583,0.04915601,0.02224733,0.01716223,0.03882053,0.03266865,0.02276906,0.02008202,0.04391175,0.06144817,0.02467826,0.01880922,0.04617452,0.05020506,0.02361759,0.009475322,0.07049922,0.0342243,0.02248621,0.01887993,0.0215069,0.01761585,0.01747436,0.005093739,0.06133711,0.05843651,0.02278033,0.009833746,0.03303856,0.04004245,0.01655465,0.002617616,0.06374248,0.03770782,0.01563495,0.0331093,0.02040383,0.01997875,0.01310662,0.01183139,0.03230606,0.05568544,0.0199079,0.01310662,0.03868225,0.04102019,0.01445271,0,0.06092809,0.03188098,0.01466525,0.0156571,0.04005956,0.0340329,0.02559558,0.02027794,0.04459728,0.07458877,0.0341747,0.02368123,0.04658253,0.05353091,0.02339762,0.006097561,0.06664776,0.05431083,0.02311401,0.01956892
22,0.0472167,0.03095711,0.02201079,0.01583357,0.04892076,0.07426868,0.04941778,0.02534791,0.04387958,0.05041182,0.02044874,0.006745243,0.06738143,0.04565464,0.02307583,0.01015337,0.03268903,0.03190733,0.03155202,0.02494315,0.0431353,0.07639284,0.03610006,0.01897385,0.04356168,0.05279989,0.02366401,0.009380329,0.07006822,0.04889141,0.02210063,0.01705514,0.03896196,0.0326342,0.02282261,0.01990757,0.04393886,0.06135798,0.02467117,0.01877,0.0466406,0.05005332,0.02360469,0.009527195,0.07010309,0.03405617,0.02246712,0.01891219,0.02143111,0.01744393,0.01737273,0.005126379,0.06137415,0.05831257,0.02271271,0.009540762,0.03325027,0.03980064,0.01651833,0.002349591,0.06336775,0.03759345,0.01566394,0.03381987,0.02026111,0.01983306,0.01298423,0.01177142,0.03224656,0.05557537,0.01969038,0.01305558,0.0389527,0.04080759,0.01426839,0,0.06042663,0.03167582,0.01441107,0.01562389,0.0399287,0.0339394,0.02566845,0.02032086,0.04427807,0.0744385,0.034082,0.02374331,0.04698752,0.05361854,0.02331551,0.005775401,0.06602496,0.05383244,0.02317291,0.01946524
23,0.04809204,0.03208518,0.02265256,0.01607832,0.04987852,0.07596113,0.05023582,0.02558239,0.0450193,0.05295127,0.02086608,0.007288838,0.06824353,0.04752037,0.02343862,0.01057596,0.0333977,0.03289709,0.03218193,0.02538797,0.04405349,0.07830937,0.03647286,0.01923764,0.04462562,0.05513838,0.02402918,0.009654581,0.07087177,0.05063291,0.02231281,0.01730673,0.0395189,0.03336197,0.02333906,0.02011741,0.04488832,0.06271478,0.02491409,0.01897194,0.04753723,0.05226231,0.0239118,0.009593356,0.07080469,0.03558133,0.02262314,0.01911512,0.02198825,0.01855035,0.01790574,0.005371723,0.06231199,0.06030655,0.0230626,0.01017046,0.03416416,0.0424008,0.0168314,0.002864919,0.06438906,0.03939264,0.01582868,0.03466552,0.02088117,0.02088117,0.01341848,0.01205511,0.03307979,0.05733353,0.02009185,0.01334673,0.04011194,0.04312572,0.0147101,0.0002152698,0.06120838,0.0332233,0.01485362,0.01607348,0.04046782,0.03501471,0.02597403,0.02066442,0.04527517,0.07620005,0.03451245,0.02410849,0.04792997,0.05618139,0.02367798,0.006027122,0.06672885,0.05567913,0.02331922,0.0199469
24,0.04847526,0.03294016,0.02308688,0.01603855,0.05070483,0.07717203,0.05099252,0.02567606,0.04588608,0.05502014,0.02100115,0.006904488,0.06861335,0.04912255,0.02337457,0.01050058,0.03361405,0.03368603,0.03231843,0.02519254,0.04469877,0.07924854,0.03663716,0.01907435,0.04549053,0.05715108,0.02404088,0.009501188,0.07147484,0.05218455,0.02224142,0.01713093,0.03992217,0.03451755,0.02385242,0.02017727,0.04547092,0.0641349,0.02507747,0.01909635,0.04849751,0.05462276,0.0240686,0.009728327,0.07148519,0.03725589,0.02277149,0.01909635,0.0221998,0.01946086,0.01823555,0.005333718,0.06328384,0.0611936,0.02335303,0.01009082,0.03510163,0.0443996,0.01708231,0.002666859,0.06501369,0.04115612,0.01578492,0.0348854,0.02106934,0.02186305,0.0137095,0.01212209,0.03384082,0.05830146,0.02027563,0.01349304,0.04091204,0.04531351,0.01479183,0.0001443106,0.06198138,0.03499531,0.01471968,0.01594632,0.04086938,0.03588707,0.02657232,0.0205791,0.04577948,0.07740631,0.03473175,0.02426168,0.0488844,0.05798253,0.02390064,0.005848798,0.06736948,0.05740487,0.02339519,0.01978482
25,0.04911037,0.03341531,0.02336178,0.01620136,0.05120787,0.07789671,0.05156951,0.02574859,0.04665124,0.05612614,0.0210473,0.00694344,0.06914509,0.04990597,0.02336178,0.01055981,0.03401607,0.03416082,0.0327857,0.02533111,0.04494463,0.07968444,0.03683868,0.01917927,0.04610263,0.05826156,0.02431787,0.009698198,0.07172324,0.05297821,0.0225085,0.01729753,0.04027234,0.03476749,0.02404752,0.02013617,0.04592206,0.06453716,0.025134,0.01919455,0.04918151,0.05555556,0.02433725,0.009705925,0.07178038,0.03817181,0.02274374,0.01904969,0.02260706,0.01985363,0.01847692,0.005217013,0.06369103,0.06173466,0.02325918,0.009926816,0.03579451,0.04550395,0.01710021,0.002753424,0.06528512,0.04188102,0.01579596,0.03492501,0.02135231,0.02215121,0.01401699,0.01198344,0.03413465,0.05890043,0.02019028,0.01329073,0.0415426,0.04633597,0.01503377,0,0.06224127,0.03595032,0.01488852,0.01583267,0.04123113,0.03644019,0.02671312,0.02083333,0.04623984,0.07781649,0.0349158,0.02431765,0.04950639,0.05916086,0.02388211,0.005879791,0.06765389,0.05821719,0.02351916,0.02003484
26,0.04920058,0.03255814,0.02303779,0.01598837,0.05109012,0.07703488,0.05203488,0.02587209,0.04680233,0.05465116,0.02107558,0.006831395,0.06831396,0.04854651,0.02340116,0.01039244,0.03381572,0.0330885,0.03228856,0.02516181,0.04457857,0.07875791,0.03665188,0.01905316,0.04625118,0.0565777,0.02421642,0.009381136,0.07090393,0.05148716,0.02218021,0.0168715,0.04010481,0.03391804,0.02365529,0.0200888,0.04541815,0.06361452,0.02496543,0.0190698,0.04927579,0.05407963,0.02401922,0.009534901,0.07089308,0.03653832,0.02256351,0.01899702,0.02228209,0.01864123,0.01813151,0.005170028,0.06335105,0.06072963,0.0231559,0.009903153,0.03568048,0.04369038,0.01703925,0.002548605,0.06444331,0.04012233,0.01594699,0.03487949,0.02086677,0.02115862,0.01335182,0.01181964,0.03334306,0.05778491,0.01984532,0.01298701,0.04144171,0.04450605,0.01466511,0,0.06121407,0.03407267,0.01451919,0.01583248,0.0410189,0.03539887,0.02620247,0.0208014,0.04576308,0.07692869,0.03474199,0.02415882,0.04963141,0.05736807,0.02379388,0.005693015,0.06685644,0.0566382,0.02342895,0.01985257
27,0.04894441,0.0322887,0.02249982,0.01548689,0.05069764,0.07692308,0.05193951,0.02527577,0.04667982,0.05486157,0.02045438,0.006282417,0.06801081,0.0485061,0.02293812,0.01000804,0.03355018,0.03289233,0.0320152,0.02477889,0.0444412,0.0789416,0.03632775,0.0185659,0.04634164,0.05723266,0.02390176,0.008990571,0.07082815,0.05196989,0.02185513,0.01651926,0.03972492,0.03343331,0.02319116,0.01967957,0.04521179,0.06328188,0.02458117,0.01872851,0.04908918,0.05442973,0.02377643,0.009071622,0.07067086,0.03665228,0.02224011,0.01858219,0.02174868,0.01823374,0.01750146,0.004393673,0.06304921,0.06055946,0.02248096,0.009226713,0.03558875,0.0438635,0.01632982,0.001757469,0.06422085,0.04020211,0.01515817,0.03427065,0.02053991,0.02075998,0.01276408,0.01122359,0.03337735,0.05765845,0.01914613,0.01261737,0.04159331,0.04474765,0.01401115,0,0.06125293,0.03411091,0.01386444,0.01525822,0.04099142,0.03497837,0.02581213,0.02023906,0.04561121,0.07677642,0.03439173,0.02390555,0.04993767,0.05793063,0.02346557,0.004986434,0.06680355,0.05683068,0.02324558,0.01928577
28,0.04914059,0.03239312,0.02247686,0.01549875,0.05105039,0.07756721,0.05237256,0.02570883,0.04708388,0.0551638,0.0203467,0.006170119,0.06816512,0.04892023,0.02277068,0.01006317,0.03366904,0.03271337,0.03190473,0.02470043,0.04462251,0.07895317,0.036242,0.01852532,0.04690142,0.05711975,0.02374476,0.008895096,0.0707932,0.05190032,0.02175991,0.01639344,0.04001471,0.03354174,0.02309673,0.0194189,0.04531078,0.06318499,0.02434719,0.01860978,0.04965061,0.054726,0.02361162,0.008753218,0.07076131,0.03670467,0.02191982,0.01838911,0.02172312,0.01818851,0.01730486,0.004270987,0.06325479,0.06067747,0.02238586,0.009057437,0.0359352,0.04396171,0.01620029,0.001546392,0.06421208,0.0404271,0.01509573,0.03431517,0.02049392,0.02078879,0.01275341,0.01105787,0.03332105,0.05750092,0.01924069,0.01238481,0.04194618,0.04474751,0.01415407,0,0.06111316,0.03427939,0.01400664,0.01496498,0.04076668,0.03494287,0.02572798,0.01990416,0.0454847,0.07696277,0.03427939,0.02366384,0.04990785,0.05794324,0.02322153,0.004791744,0.06649466,0.05720605,0.02285293,0.01924069
29,0.04936541,0.03217237,0.02235832,0.01542208,0.05128394,0.07725797,0.0530549,0.0254575,0.04752066,0.05519481,0.020366,0.006050767,0.06803424,0.0487013,0.02287485,0.00981405,0.03346878,0.03265608,0.0316956,0.02460288,0.04455116,0.07868489,0.03627632,0.01832287,0.04698929,0.05711119,0.02349464,0.008644256,0.07055781,0.05179165,0.0215737,0.01625415,0.03998226,0.03325697,0.02298426,0.01928904,0.04537728,0.06281871,0.02416673,0.01855,0.04988545,0.05431971,0.02342768,0.008720716,0.07065257,0.03650876,0.02165398,0.01818047,0.02138681,0.01790868,0.01739066,0.004070155,0.06334641,0.0603863,0.02227485,0.008954341,0.03611337,0.04380966,0.01620662,0.001332051,0.06401243,0.04025753,0.01494857,0.0341153,0.02014964,0.02059412,0.01259353,0.01081562,0.03311357,0.05748574,0.01896437,0.01222313,0.04200311,0.0445959,0.01385288,0,0.06074524,0.03415068,0.01385288,0.01488999,0.04106137,0.03476134,0.02571894,0.01978951,0.04565668,0.07656389,0.03424251,0.02364364,0.05054847,0.0576638,0.02312481,0.004669434,0.06685443,0.0568485,0.02268011,0.01904833
30,0.05074184,0.03501484,0.02403561,0.01609792,0.0532641,0.0805638,0.05467359,0.02655786,0.04962908,0.06045994,0.0212908,0.006602374,0.06995549,0.05385756,0.02351632,0.01075668,0.03467221,0.03541465,0.03363279,0.02539164,0.04640285,0.08166902,0.03734501,0.0191551,0.04885292,0.06243968,0.02479768,0.009354815,0.07253694,0.05672285,0.02257035,0.01692776,0.04161094,0.03618665,0.02459504,0.02021103,0.04755536,0.06605736,0.02518948,0.01946797,0.05201367,0.05989003,0.02452073,0.009511071,0.07296775,0.04183386,0.0225888,0.01909645,0.02282698,0.02089375,0.01896052,0.004758718,0.06535802,0.06364785,0.02334746,0.009591791,0.03799539,0.04966912,0.01732471,0.002081939,0.06610157,0.0455796,0.01583761,0.03502119,0.02167275,0.02368362,0.01437402,0.01184181,0.03537648,0.06077307,0.02003426,0.01318239,0.0443137,0.05027184,0.01496984,0,0.06323081,0.0394727,0.01467193,0.01586356,0.04233946,0.03787484,0.02730858,0.02076047,0.047697,0.07984225,0.0354193,0.02440658,0.05260808,0.06317434,0.02418335,0.005729593,0.06882953,0.06243024,0.02366247,0.01986755
31,0.05101661,0.035302,0.02420496,0.01608699,0.05354882,0.08065838,0.05541074,0.02636479,0.04989946,0.06114545,0.02130036,0.006628435,0.07008267,0.05421911,0.02353467,0.01087361,0.0350537,0.03565036,0.03356205,0.02528341,0.04683771,0.08211516,0.03706742,0.0190185,0.04944809,0.06302208,0.02476134,0.009397374,0.07286695,0.05727924,0.02244928,0.01678103,0.04211469,0.03636499,0.02501494,0.02016129,0.0478644,0.06630825,0.02523895,0.01948925,0.05249403,0.06048387,0.02479092,0.009483273,0.07310335,0.04248805,0.02270012,0.01911589,0.02300568,0.02106364,0.01904691,0.004855094,0.06558112,0.06371377,0.02330445,0.009635494,0.03854198,0.05004482,0.01732895,0.002091425,0.06625336,0.04593666,0.01590977,0.03510607,0.02161879,0.02386296,0.01428785,0.01159485,0.03553262,0.06104129,0.02012268,0.01309096,0.04458408,0.05079294,0.01511071,0,0.06343507,0.03979653,0.01481149,0.01578396,0.04261682,0.03820561,0.02751402,0.02071028,0.04785047,0.08029906,0.03551402,0.02437383,0.05300935,0.0637757,0.02429906,0.005682243,0.06900935,0.0631028,0.02370093,0.02003738
32,0.05046799,0.03354549,0.02336204,0.01572445,0.05271434,0.07952078,0.0556346,0.02628229,0.04897042,0.05847997,0.02081617,0.006065144,0.06888805,0.05144141,0.02298765,0.01040809,0.03438975,0.03401513,0.03266652,0.02502435,0.04615269,0.08084214,0.03671237,0.01940511,0.04855024,0.06031318,0.02427512,0.008915861,0.07185135,0.05439425,0.02187758,0.01633326,0.04161043,0.0345629,0.02369171,0.01949318,0.04670865,0.06477733,0.02421652,0.01874344,0.051432,0.0577298,0.02376668,0.008696956,0.07174989,0.0391363,0.02181736,0.01836857,0.02242724,0.01927693,0.01807681,0.004350435,0.06495649,0.06263126,0.02272727,0.009225923,0.03772877,0.04740474,0.01680168,0.001575158,0.06533153,0.04305431,0.01545154,0.03457846,0.02103365,0.0223107,0.01344651,0.01134315,0.03478065,0.05987079,0.01953125,0.01269531,0.04394531,0.04822716,0.0144982,0,0.06242488,0.03710938,0.01434796,0.01539964,0.04192967,0.03599339,0.02637511,0.02006312,0.04703937,0.07867448,0.03471596,0.02397054,0.05229937,0.06116622,0.02344454,0.00488428,0.06785392,0.06003907,0.02291854,0.01946198
33,0.05046631,0.03331829,0.02278881,0.01526775,0.05294826,0.07979844,0.05573105,0.02572202,0.0490373,0.05828821,0.02023165,0.005716005,0.06904332,0.0511432,0.0227136,0.01000301,0.03424658,0.03364444,0.03228963,0.02446184,0.04583772,0.08098751,0.03635406,0.01874153,0.04847208,0.06021376,0.02393497,0.008279392,0.07180491,0.05426765,0.02152642,0.01588138,0.04118666,0.03425947,0.02341691,0.01912507,0.04660794,0.06498004,0.02401927,0.01829682,0.05142685,0.05752579,0.02349221,0.0084331,0.07168135,0.03907838,0.02145923,0.01807093,0.02207988,0.01883949,0.01770912,0.003918613,0.06488319,0.06269781,0.02230595,0.00881688,0.0374529,0.04702336,0.01635268,0.001130369,0.06525999,0.04280332,0.01492087,0.03428787,0.02066209,0.02179323,0.01297036,0.01093432,0.03438655,0.05995023,0.01900309,0.01229168,0.04358646,0.04765855,0.01417691,0,0.06228791,0.03672423,0.01379986,0.01500641,0.04186467,0.03613186,0.02625028,0.01998944,0.04706947,0.0793543,0.03477408,0.0239119,0.05197254,0.06132609,0.02353474,0.004601343,0.06803953,0.06019462,0.02308214,0.01923512
34,0.04981508,0.03230432,0.0220394,0.01449166,0.05230584,0.07902483,0.05570232,0.02520945,0.04830553,0.05706091,0.01954865,0.004755076,0.0687599,0.05011699,0.02196392,0.009132764,0.03361535,0.03270887,0.03157577,0.02394622,0.04517299,0.08014806,0.03603263,0.01812963,0.04819459,0.05884575,0.02334189,0.007780632,0.07168756,0.05333132,0.02100015,0.01541018,0.04082867,0.03349463,0.02283381,0.01852412,0.04619689,0.06419174,0.0235899,0.01791925,0.05088462,0.05670649,0.02306064,0.007712082,0.07175261,0.03818237,0.02101921,0.01754121,0.02118324,0.01785444,0.01656832,0.002950522,0.06423059,0.06165835,0.02125889,0.007943713,0.03691935,0.04569526,0.01550915,0.0002269632,0.06498714,0.04183689,0.01407172,0.03351491,0.01985751,0.02084281,0.01197514,0.01008034,0.03357587,0.05889041,0.01811429,0.01152039,0.0428225,0.04638472,0.01318781,0,0.06199788,0.03554646,0.01280885,0.01409732,0.04114883,0.03501061,0.02515914,0.01932404,0.04622613,0.07812974,0.03394968,0.02318884,0.05198545,0.05979085,0.0225826,0.003864808,0.06789936,0.05910882,0.02227948,0.01864201
35,0.04972711,0.03191328,0.0214524,0.01417526,0.05215282,0.07906307,0.05624621,0.02493936,0.04836264,0.05624621,0.01917829,0.004396604,0.0688296,0.0494997,0.02167981,0.008869012,0.03306537,0.03223116,0.03109358,0.02358562,0.04466859,0.0800091,0.03534051,0.01759442,0.04800546,0.05816775,0.02297892,0.007356287,0.07159108,0.05278325,0.02062794,0.01486425,0.04018535,0.03274081,0.02233364,0.01800365,0.04550289,0.06373443,0.02294135,0.01739593,0.05066849,0.05553024,0.02256153,0.007292616,0.07163476,0.03737466,0.02051048,0.01701611,0.02068598,0.01711157,0.01604685,0.002433645,0.06357898,0.06129744,0.02060993,0.007376987,0.03642863,0.04471823,0.01483002,0,0.06510001,0.04068751,0.0134611,0.03293026,0.01934354,0.02025741,0.0114995,0.009443302,0.03312771,0.05863986,0.01766811,0.01096642,0.04272333,0.04546493,0.01287031,0,0.06206686,0.03487929,0.01264184,0.01355571,0.04042942,0.03433836,0.02444038,0.0185016,0.04553068,0.07781331,0.03350084,0.02246079,0.05116491,0.05885488,0.02200396,0.002740978,0.0674585,0.05816964,0.02154713,0.01774022
36,0.05223143,0.03641755,0.02463316,0.01581388,0.05527256,0.08287083,0.05892192,0.02706607,0.05131909,0.06355964,0.02136395,0.006006234,0.07055425,0.05656504,0.02349274,0.01079602,0.03546693,0.03660857,0.03394474,0.02534439,0.04779664,0.08394855,0.03759799,0.01925565,0.05099323,0.06537788,0.02519218,0.009209224,0.07352158,0.05997412,0.02252835,0.01666794,0.04271032,0.03738104,0.02527598,0.01994671,0.04872478,0.06791016,0.02504758,0.01910925,0.05374952,0.06280929,0.02474305,0.009135896,0.07354397,0.04468976,0.02245908,0.01880472,0.02340474,0.02203248,0.01928795,0.004421743,0.06708851,0.06571624,0.02309979,0.009453381,0.03979569,0.05260349,0.01722955,0.001677213,0.06716475,0.04825798,0.01570481,0.035069,0.02190672,0.02480727,0.01450271,0.01137318,0.0363331,0.06266697,0.01976948,0.01282345,0.04595069,0.05274406,0.01511335,0,0.06404091,0.04213419,0.01450271,0.015495,0.04290731,0.03901359,0.02763781,0.02038479,0.04863338,0.08192091,0.0355016,0.02427852,0.05451214,0.06626966,0.02412582,0.004809895,0.0695526,0.06588792,0.02366774,0.01985036
37,0.05206107,0.03549618,0.02396947,0.01557252,0.0551145,0.08274809,0.05938931,0.02671756,0.05114504,0.06274809,0.02099237,0.005877863,0.07038168,0.05549618,0.02305344,0.01076336,0.03512523,0.03550702,0.03336897,0.02542761,0.04749542,0.0834606,0.03749236,0.01893708,0.05032071,0.06444716,0.02481674,0.008704948,0.07307575,0.05864386,0.02206781,0.01626451,0.0424247,0.03646231,0.02491974,0.0197982,0.04861642,0.06757376,0.02469041,0.01903379,0.05350864,0.0622229,0.02461397,0.008867146,0.07330684,0.043342,0.02216786,0.01857514,0.02287507,0.02111545,0.01882029,0.003901767,0.06671257,0.06525897,0.02264555,0.008951114,0.03924719,0.05148803,0.01675465,0.001224084,0.06678908,0.04712723,0.01530105,0.03465687,0.02145594,0.02398467,0.01386973,0.01103448,0.03586207,0.06222222,0.01908046,0.01256705,0.04544061,0.05203065,0.01448276,0,0.06367816,0.04099617,0.01409962,0.01509579,0.04273897,0.03814338,0.02719056,0.02029718,0.04833027,0.08172487,0.03546262,0.02420343,0.05384498,0.06533395,0.02389706,0.004518995,0.06939338,0.0646446,0.02328431,0.01968444
38,0.05221652,0.03537248,0.0241176,0.01554246,0.05520251,0.08215298,0.06033229,0.02695046,0.05114463,0.06239951,0.02105505,0.005742286,0.07036214,0.05497282,0.0232754,0.01071893,0.03525444,0.03563765,0.03356836,0.02529123,0.04744022,0.08300123,0.03747701,0.01900674,0.05058246,0.06430104,0.02490803,0.008583691,0.07319129,0.05824647,0.02214899,0.0162477,0.04227081,0.03613349,0.02462601,0.01933257,0.04840813,0.0663598,0.02439586,0.01871883,0.05347142,0.06144994,0.02431914,0.008515535,0.07318757,0.04257768,0.02186421,0.01833525,0.02287732,0.02057424,0.01857823,0.004068785,0.06648242,0.06456318,0.02249347,0.008982036,0.039306,0.05105174,0.01681253,0.001305082,0.0667895,0.04644557,0.01527714,0.03469983,0.02145659,0.02360994,0.01384296,0.01092056,0.03583788,0.06160117,0.01914943,0.01230485,0.04560486,0.05137276,0.01453511,0,0.06390833,0.04029839,0.01391986,0.01484273,0.0425859,0.03789684,0.02698132,0.02029364,0.04835114,0.08094396,0.03612883,0.02406027,0.05434699,0.06487816,0.02375279,0.004304712,0.06933662,0.06434007,0.0232147,0.01944807
39,0.05155193,0.03388138,0.02281807,0.0148279,0.05447142,0.0808236,0.06046404,0.0261217,0.05032268,0.06038722,0.01997541,0.004917025,0.07014444,0.05293485,0.0223571,0.009910879,0.03475319,0.03436875,0.03267723,0.0247578,0.04674765,0.08165462,0.03667538,0.01852991,0.04990005,0.06212517,0.02437337,0.008150085,0.07288943,0.05651238,0.02152853,0.01568507,0.0416378,0.03494189,0.02370507,0.01877934,0.04748711,0.06503502,0.02378204,0.01931809,0.05256677,0.05957054,0.02362811,0.007619488,0.07303933,0.0405603,0.02116524,0.01762488,0.02195009,0.01902341,0.01763709,0.003080715,0.06569624,0.06276956,0.02179606,0.008086876,0.03843192,0.04882933,0.01609674,0.0003080715,0.0663894,0.04428528,0.01455638,0.03388786,0.02044753,0.0220679,0.0125,0.01010802,0.0349537,0.05987654,0.0183642,0.01149691,0.04459877,0.04899691,0.01373457,0,0.06342593,0.03796296,0.01319444,0.01396605,0.04190461,0.03642537,0.02592993,0.01944745,0.04738386,0.0794104,0.03511344,0.02346041,0.05332613,0.06274116,0.02268869,0.003472758,0.06899213,0.06227813,0.02245717,0.01875289
40,0.05092986,0.03279574,0.02191527,0.01396713,0.05386218,0.08079327,0.06057566,0.02577359,0.04961802,0.05903233,0.01913728,0.004089822,0.0699128,0.05177869,0.02152944,0.008951308,0.03360111,0.03298316,0.03143828,0.02379113,0.0458829,0.08149235,0.03584119,0.01745713,0.04897266,0.06086822,0.02325043,0.007029198,0.07291827,0.05522941,0.02054689,0.0145991,0.04065229,0.03369658,0.02256743,0.01777572,0.04652601,0.06476544,0.02264472,0.01816215,0.05154958,0.05842801,0.02256743,0.00687843,0.07280315,0.03972486,0.02024886,0.01661643,0.02088975,0.0177176,0.01640232,0.001934236,0.06444874,0.06259187,0.02065764,0.006963249,0.03736944,0.04750483,0.01485493,0,0.0660735,0.04317215,0.01330754,0.03272727,0.01953337,0.02077358,0.01154949,0.009301605,0.03402837,0.05953027,0.01728548,0.01069685,0.04364003,0.04759321,0.01263468,0,0.06340594,0.03681885,0.01224711,0.01317727,0.04105663,0.03501433,0.02486637,0.01835928,0.04663413,0.07916957,0.03416221,0.02223255,0.05259896,0.06135254,0.02184522,0.00232396,0.06909908,0.06096522,0.02161283,0.01773956
Step2Channel2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
1,0.1946733,0.1633718,0.1655684,0.1345415,0.1949478,0.2440967,0.2413509,0.1768259,0.1922021,0.2108731,0.1614498,0.1098298,0.1831411,0.2031851,0.1378364,0.09500275,0.1750343,0.1698217,0.1632373,0.1363512,0.1772291,0.2326475,0.2224966,0.1388203,0.1769547,0.2030178,0.1489712,0.09272977,0.1646091,0.1816187,0.1108368,0.1325103,0.1804677,0.1570839,0.1328748,0.1152682,0.1614856,0.02806052,0.02558459,0.1356259,0.1859697,0.1752407,0.1455296,0.08775791,0.1658872,0.02751032,0.01485557,0.1221458,0.02719033,0.009338094,0.01043669,0,0.03790168,0.03131008,0.01840154,0.007690195,0.04312002,0.03323263,0.02197199,0.009612744,0.04861302,0.03323263,0.01675364,0.02719033,0.02748763,0.008796042,0.00742166,0,0.04095657,0.02913689,0.01786696,0.008796042,0.0428807,0.03051127,0.02281473,0.008521166,0.04617922,0.03078615,0.01676746,0.01181968,0.1961379,0.1704828,0.1492414,0.1222069,0.1732414,0.2217931,0.1925517,0.1525517,0.1906207,0.2176552,0.182069,0.1114483,0.1757241,0.2030345,0.136,0.1401379
2,0.1751805,0.1501943,0.1451971,0.1199334,0.1812882,0.2279289,0.2348695,0.162965,0.1604664,0.195447,0.148251,0.1038312,0.1757357,0.1957246,0.1340922,0.07967795,0.1527354,0.163288,0.1699528,0.1330186,0.1838378,0.2329908,0.223549,0.1244099,0.1563455,0.2024438,0.1505138,0.09497362,0.1757845,0.1921688,0.1158012,0.1174674,0.1570593,0.1592871,0.1356168,0.1292119,0.1687552,0.02812587,0.02951824,0.1183514,0.1626288,0.1754386,0.1484266,0.08911167,0.1729323,0.02729045,0.01503759,0.1150097,0.02724493,0.009174312,0.01056436,0,0.0383653,0.03169308,0.01918265,0.006950236,0.04253545,0.03336113,0.02168474,0.008618293,0.04837364,0.03280511,0.01612455,0.02724493,0.02809458,0.009735744,0.008623088,0,0.04200278,0.03115438,0.01919332,0.01057024,0.04367177,0.03198887,0.02336579,0.008901251,0.04645341,0.03087622,0.01752434,0.01223922,0.1689944,0.1790503,0.1586592,0.1315642,0.1787709,0.2231844,0.197486,0.1382682,0.1756983,0.1949721,0.1594972,0.0972067,0.1575419,0.1854749,0.1212291,0.1240223
