# Azure-data-example-2018-04-10.csv
# 4/10/18 RTK
# Data originally from 033018r1_qual1_analysis.xlsx
Step2Channel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
11,0.192699,0.1804309,0.1723519,0.1271694,0.1935966,0.2405745,0.2618193,0.1741472,0.1861161,0.2106523,0.1606822,0.1101137,0.179234,0.1965889,0.1364452,0.09575105,0.1876684,0.1855732,0.1891649,0.146962,0.2020353,0.2460341,0.2271775,0.1475606,0.1846752,0.2128105,0.1852739,0.1188267,0.1855732,0.2095181,0.1361868,0.1346902,0.1882494,0.1759592,0.1669664,0.1393885,0.2047362,0.0368705,0.03836931,0.1510791,0.1846523,0.1984413,0.1765587,0.1142086,0.192446,0.03267386,0.02128297,0.1315947,0.03228699,0.01345291,0.01823617,0,0.0445441,0.03766816,0.02690583,0.01106129,0.04753363,0.03916293,0.02690583,0.01285501,0.05799701,0.04215247,0.02032885,0.04544096,0.03208396,0.01529235,0.01169415,0.003298351,0.04917541,0.03598201,0.02458771,0.01349325,0.05337331,0.03928036,0.02818591,0.01169415,0.05487256,0.03718141,0.02008995,0.02128936,0.1945362,0.1903332,0.1690183,0.1365956,0.1975383,0.2320624,0.2146503,0.1708196,0.1918343,0.2116482,0.1810267,0.1104773,0.1744221,0.2275593,0.1350946,0.137196
12,0.1960253,0.1842818,0.1749473,0.1294791,0.1969286,0.2439024,0.2679916,0.1761518,0.1897019,0.213791,0.1629027,0.1120145,0.1818729,0.1993375,0.1388136,0.0981632,0.1888386,0.1864253,0.1900453,0.1481146,0.2027149,0.2476621,0.2280543,0.1496229,0.185822,0.2135747,0.1864253,0.1191554,0.1864253,0.2099548,0.1357466,0.1348416,0.1909366,0.1776435,0.1691843,0.1401813,0.2066465,0.03716012,0.03957704,0.1510574,0.1864048,0.1996979,0.1791541,0.1154079,0.1945619,0.03232628,0.02205438,0.1323263,0.03346397,0.01356648,0.01959602,0,0.04552306,0.03858909,0.02773591,0.01085318,0.04883931,0.04009647,0.02713295,0.013265,0.05848658,0.04190534,0.02110341,0.04582454,0.0317029,0.01479469,0.01207729,0.003321256,0.04921497,0.03592995,0.02475845,0.01298309,0.0531401,0.03955314,0.02898551,0.01177536,0.05495169,0.03683575,0.01992754,0.02113527,0.1961853,0.1925522,0.1716621,0.1377536,0.1998183,0.2346352,0.2176809,0.1719649,0.1943687,0.2134423,0.1828641,0.1117166,0.1759007,0.2294883,0.135937,0.1380563
13,0.1971489,0.1841068,0.174401,0.1292084,0.1974522,0.2450713,0.2708523,0.1759175,0.1898696,0.2144374,0.1631787,0.1125265,0.1825902,0.200182,0.1395208,0.09736124,0.1893204,0.1878034,0.1908374,0.1489684,0.2035801,0.2487864,0.2299757,0.1495752,0.1862864,0.2160194,0.1878034,0.120449,0.1878034,0.2120752,0.1374393,0.1359223,0.1907655,0.1777035,0.1685905,0.1403402,0.2071689,0.03645201,0.03857837,0.1515796,0.186209,0.200486,0.1789186,0.1160389,0.1950182,0.03250304,0.02156744,0.1324423,0.03243407,0.01303425,0.01788421,0,0.04486208,0.03758715,0.02697787,0.01060928,0.0478933,0.04001212,0.02667475,0.01303425,0.05789633,0.04152774,0.01970294,0.04577145,0.03188582,0.01639842,0.01245065,0.00273307,0.04949894,0.03674461,0.02520498,0.01336168,0.05283936,0.04008503,0.02884907,0.0118433,0.0546614,0.03856666,0.02064986,0.02125721,0.1971402,0.1925768,0.1718893,0.1384241,0.200791,0.2354731,0.2178278,0.1728019,0.194098,0.2147855,0.18345,0.111652,0.1776696,0.2321266,0.1372072,0.139641
14,0.1985946,0.1851512,0.1756798,0.1295448,0.1992056,0.2468683,0.2758937,0.1769019,0.1909563,0.2160098,0.1637641,0.1121295,0.182707,0.2019554,0.1396272,0.09868622,0.1900826,0.1882461,0.1928375,0.1496786,0.2050811,0.2497704,0.2307928,0.1505969,0.1867156,0.2164065,0.1888583,0.1205999,0.1882461,0.2130395,0.137435,0.1365167,0.1927785,0.1802326,0.1713586,0.1422889,0.2093023,0.0376377,0.04008568,0.1539168,0.1884945,0.2025704,0.1811506,0.1178091,0.1973684,0.03365973,0.02264382,0.1346389,0.03358779,0.01374046,0.01923664,0,0.04671756,0.03877863,0.02778626,0.01099237,0.04946565,0.04030534,0.02748092,0.01312977,0.05954199,0.0421374,0.02015267,0.04610687,0.03211991,0.01682472,0.01284797,0.003059039,0.05078005,0.03732028,0.02508412,0.01345977,0.05383909,0.04007342,0.02906087,0.01193025,0.05598042,0.03823799,0.02049556,0.02110737,0.1995708,0.1940527,0.1735132,0.1397915,0.2023299,0.2375843,0.2194972,0.1747394,0.1968118,0.2158185,0.1845494,0.1131208,0.1793378,0.2332925,0.1373391,0.1407112
15,0.2014145,0.1863469,0.1777368,0.1306888,0.200492,0.25,0.2798278,0.1798893,0.1921894,0.2170972,0.1660517,0.1137761,0.1851169,0.2032595,0.1408364,0.099631,0.1919409,0.1897878,0.1931713,0.1498001,0.206398,0.2522301,0.2325438,0.1513381,0.1882498,0.2177791,0.1907105,0.1215011,0.1900954,0.214088,0.1390341,0.1371886,0.1925447,0.1805299,0.1715958,0.1429452,0.2097967,0.03696858,0.03881701,0.1549599,0.1879236,0.2030191,0.181146,0.1176833,0.1977819,0.03296365,0.021565,0.1346272,0.0325853,0.01321857,0.01905933,0,0.04580387,0.03873348,0.02828159,0.01106671,0.04857055,0.04027052,0.02735936,0.01291116,0.05840762,0.04242238,0.0215186,0.04641869,0.03235747,0.01633282,0.01232666,0.002773498,0.05084746,0.0366718,0.02526965,0.01325116,0.05423729,0.03975347,0.02927581,0.01201849,0.05639445,0.0375963,0.02095532,0.02003082,0.1995675,0.1952425,0.1739265,0.1402533,0.2032746,0.2388014,0.2205746,0.1751622,0.1967871,0.2165585,0.1853568,0.1127587,0.1797961,0.2350942,0.1387087,0.1405623
16,0.2051441,0.1881004,0.1791137,0.132321,0.2035947,0.251317,0.2835451,0.1812829,0.1933684,0.2193988,0.1670282,0.1149675,0.186551,0.2039046,0.1425473,0.1013325,0.1933085,0.1914498,0.1960967,0.1524164,0.208798,0.2549566,0.2342007,0.1533457,0.1899009,0.2190211,0.1917596,0.1229864,0.19114,0.2159232,0.139715,0.1394052,0.1943496,0.182552,0.173859,0.1446756,0.2108041,0.03787643,0.04004968,0.1555418,0.1896926,0.2049053,0.1834834,0.1189072,0.1983856,0.03384042,0.02173238,0.1359826,0.03285803,0.01425914,0.01890887,0,0.04618723,0.03905766,0.02727836,0.01053937,0.04897706,0.04060756,0.02758835,0.0133292,0.05920645,0.04246745,0.02014879,0.04680719,0.03137621,0.01615408,0.01180491,0.002795899,0.05032619,0.03727866,0.02454178,0.01304753,0.05281143,0.03914259,0.02826965,0.01149425,0.05591799,0.03758931,0.01926064,0.02050326,0.201738,0.1973929,0.1769087,0.1427685,0.2054624,0.2414649,0.2231533,0.1769087,0.1986344,0.2191186,0.1871508,0.1139044,0.1815642,0.2368094,0.1405959,0.1418374
17,0.2061116,0.1874026,0.1777362,0.1315871,0.2029935,0.2522607,0.2871843,0.1799189,0.1939507,0.219208,0.1665108,0.1144372,0.1867789,0.2042407,0.1425008,0.1000935,0.1936389,0.1920798,0.1955098,0.1521671,0.2082944,0.2553789,0.2347989,0.1534144,0.1905207,0.2210789,0.1930153,0.1228563,0.1920798,0.2170253,0.1403181,0.1390708,0.194947,0.1827823,0.1737367,0.1437929,0.2124142,0.0371179,0.03992514,0.1562695,0.1908921,0.2049283,0.183718,0.1194635,0.2005614,0.03368684,0.02152215,0.1363069,0.03335411,0.01340399,0.01932668,0,0.04613466,0.03896509,0.02774314,0.009663342,0.04894015,0.04083541,0.02805486,0.01246883,0.05953865,0.04270574,0.02119701,0.04582294,0.03211724,0.01652635,0.01184908,0.002806361,0.05113814,0.0364827,0.02400998,0.01403181,0.05394449,0.03991269,0.02899906,0.0121609,0.05675086,0.03772997,0.02057998,0.0208918,0.2021909,0.1968701,0.1758998,0.141471,0.2056338,0.2403756,0.2225352,0.1765258,0.199061,0.2181534,0.1874804,0.113928,0.1824726,0.2375587,0.1402191,0.141784
18,0.2114841,0.1901475,0.1804205,0.1327267,0.2055224,0.2538438,0.2927518,0.1823031,0.196423,0.2215249,0.1691246,0.1157829,0.1885786,0.2067775,0.1446501,0.1022906,0.195543,0.1936598,0.1964846,0.153484,0.210295,0.2576899,0.2366604,0.1547395,0.1917765,0.2222222,0.1942875,0.1239799,0.1933459,0.2187696,0.1409291,0.1406152,0.1961647,0.1842188,0.1757309,0.1464948,0.2140836,0.03772398,0.03961018,0.157812,0.1914492,0.2074819,0.1851619,0.1213455,0.2021377,0.03489469,0.02169129,0.1376926,0.0338558,0.01410658,0.01974922,0,0.04639499,0.03949843,0.02758621,0.01065831,0.04984326,0.04169279,0.02821317,0.01316614,0.05956113,0.04326019,0.02100313,0.04702194,0.03264281,0.01789077,0.01318267,0.003766478,0.05178908,0.03766478,0.02542373,0.01443817,0.05461394,0.04080351,0.03013183,0.01224105,0.05712492,0.03892028,0.02165725,0.0210295,0.2026432,0.1991819,0.1768408,0.1434865,0.2064191,0.2429201,0.2237256,0.1777848,0.2001259,0.2202643,0.1881687,0.1154814,0.1834487,0.2394588,0.1406545,0.1431718
19,0.2152098,0.1899653,0.1811297,0.1334806,0.2057431,0.2552856,0.2959924,0.1823919,0.196592,0.2221521,0.1691385,0.1164405,0.1893342,0.207952,0.1448406,0.1028716,0.1953298,0.1943831,0.1981698,0.1536762,0.2114232,0.2584412,0.2379299,0.1555696,0.1918586,0.2218365,0.1950142,0.1240139,0.1940675,0.2193121,0.1420006,0.141054,0.1957622,0.1840607,0.1761543,0.1457938,0.2150538,0.03605313,0.03858317,0.1574953,0.1919671,0.2065149,0.1853257,0.1204934,0.2033523,0.03352309,0.02087286,0.1369386,0.03437401,0.01419111,0.01955219,0,0.04793441,0.0397351,0.0277515,0.01072217,0.05045727,0.04131189,0.02869757,0.01356039,0.06117944,0.0435194,0.02144434,0.04761905,0.03281792,0.01798675,0.01262228,0.003471127,0.05175134,0.03723572,0.024929,0.01388451,0.05459135,0.04039129,0.0293468,0.01293784,0.05680025,0.03849795,0.02082676,0.0205112,0.2040493,0.2002531,0.1774755,0.1433091,0.2072129,0.2451756,0.2242961,0.1787409,0.2008858,0.2214489,0.1898133,0.1154698,0.1838026,0.2413793,0.14236,0.1442581
20,0.2166455,0.1912325,0.182338,0.1337357,0.2071156,0.2563532,0.3005083,0.1848793,0.1982211,0.223634,0.1702668,0.1168996,0.1899619,0.2080686,0.1451715,0.1035578,0.1981581,0.1959352,0.199746,0.1552874,0.2134011,0.2616704,0.2403938,0.1571928,0.1937123,0.2254684,0.1965703,0.1248015,0.1956177,0.2213401,0.1432201,0.1422674,0.1983471,0.1862683,0.1773681,0.1481246,0.2183725,0.03687222,0.03941513,0.158932,0.1935792,0.2085188,0.1872219,0.1223776,0.2059758,0.03432931,0.02097902,0.1389066,0.03367217,0.0133418,0.01937738,0,0.04701398,0.03970775,0.02731893,0.01080051,0.04987293,0.04129606,0.02858958,0.0133418,0.06067344,0.04320203,0.02160102,0.04733164,0.03337571,0.01811825,0.01271456,0.003496503,0.05212969,0.03750795,0.02542912,0.01430388,0.05499046,0.04005086,0.02987921,0.01271456,0.05689765,0.0387794,0.02129688,0.02161475,0.2050955,0.2009554,0.1796178,0.144586,0.2089172,0.2458599,0.2270701,0.1802548,0.2025478,0.2219745,0.1920382,0.116879,0.1859873,0.2417198,0.1436306,0.1442675
21,0.2202685,0.1953325,0.1844629,0.1361893,0.2100384,0.2608696,0.3069054,0.1870205,0.2007673,0.2285806,0.173913,0.1195652,0.1927749,0.2125959,0.1476982,0.1048593,0.2004476,0.1985294,0.2036445,0.1576087,0.2154731,0.2643862,0.2436061,0.1585678,0.1950128,0.2266624,0.1985294,0.1259591,0.1975703,0.2231458,0.1451407,0.1435422,0.19904,0.18752,0.17952,0.1488,0.22112,0.03648,0.03936,0.15936,0.19424,0.20992,0.18848,0.1232,0.20864,0.03424,0.02112,0.1392,0.03387664,0.01374241,0.01917545,0,0.04697987,0.03930968,0.02684564,0.0105465,0.05017577,0.04154682,0.02780441,0.01310323,0.06040268,0.04346437,0.02077341,0.04506232,0.03293892,0.01886792,0.01279181,0.003197953,0.05148705,0.03869523,0.02462424,0.01471059,0.05404541,0.0412536,0.02942117,0.01247202,0.05692357,0.03997442,0.02110649,0.0204669,0.2078796,0.2033953,0.182255,0.1473414,0.2110826,0.2491992,0.2293402,0.1828956,0.2053171,0.2264574,0.1953876,0.1181935,0.1880205,0.243754,0.1463805,0.1467008
22,0.2231511,0.1967846,0.1871383,0.1369775,0.2122186,0.262701,0.311254,0.1884244,0.2032154,0.2315113,0.1762058,0.1202572,0.1958199,0.2151125,0.1495177,0.1067524,0.2045674,0.2019942,0.2071406,0.1611451,0.2196848,0.2692184,0.2479897,0.1627533,0.1974912,0.2286909,0.2007076,0.1280154,0.2000643,0.2251528,0.1460277,0.145706,0.2016103,0.189694,0.1826087,0.1533011,0.2267311,0.03768116,0.04025765,0.1610306,0.1971014,0.2115942,0.1913043,0.1268921,0.2132045,0.03478261,0.02190016,0.1410628,0.03407265,0.01350048,0.01992928,0,0.04693025,0.04018001,0.0273224,0.009964641,0.04982321,0.04146577,0.02828673,0.01253616,0.06043073,0.04339441,0.02153648,0.04339441,0.03281853,0.01898327,0.01287001,0.002895753,0.05212355,0.03861004,0.02509652,0.01415701,0.05405406,0.04086229,0.03024453,0.01254826,0.05727156,0.03925354,0.02155727,0.02027027,0.2108997,0.2060626,0.1838117,0.1493067,0.213802,0.2512093,0.2325056,0.1847791,0.2083199,0.2292809,0.1983231,0.1199613,0.1909062,0.2466946,0.1489842,0.1486617
23,0.2260673,0.1989004,0.1888745,0.1387451,0.2147477,0.267141,0.3124191,0.1914618,0.207956,0.2364166,0.1798189,0.123868,0.1998706,0.2199224,0.1529754,0.1089909,0.2088731,0.2085492,0.2117876,0.1641839,0.2244171,0.2765544,0.2545337,0.1667746,0.2001295,0.2334845,0.2046632,0.1298575,0.2020725,0.2302461,0.1489637,0.1479922,0.2027859,0.191448,0.1839974,0.1567865,0.2332361,0.03660512,0.03919663,0.1613217,0.1976029,0.2131519,0.1946874,0.1298996,0.2202786,0.03466148,0.02137998,0.1402656,0.03422667,0.01485308,0.01969648,0,0.04778818,0.04036164,0.02712302,0.01130126,0.05069422,0.042299,0.02873749,0.0138844,0.06167259,0.04423636,0.02163384,0.04391346,0.03297769,0.01875202,0.01357905,0.003879728,0.05237633,0.03879729,0.02618817,0.01454898,0.05528613,0.04138377,0.03071452,0.01260912,0.05819593,0.04009053,0.02263175,0.02069188,0.213545,0.2083603,0.1863253,0.1503564,0.2164614,0.2546986,0.2346079,0.1869734,0.2125729,0.2346079,0.2018795,0.1221646,0.1957226,0.2504861,0.1513286,0.1523007
24,0.2314694,0.2051365,0.1950585,0.143368,0.2204161,0.2737321,0.3205462,0.1973342,0.2161899,0.2457737,0.1872562,0.1297139,0.2074122,0.2288687,0.159948,0.1131339,0.2173064,0.2166558,0.2221861,0.1724138,0.2329213,0.2878985,0.2644762,0.1740403,0.2036435,0.2384515,0.2098243,0.1327261,0.2062459,0.2351984,0.1528953,0.151594,0.2056622,0.1942727,0.1887406,0.1653108,0.2469899,0.03612106,0.04002603,0.162382,0.1994793,0.2147738,0.2004556,0.1350472,0.2326717,0.03514481,0.02147738,0.1405792,0.03444914,0.01462463,0.0198245,0,0.04842379,0.04094898,0.02697433,0.01072473,0.05134872,0.04257394,0.02892428,0.01364966,0.06142347,0.04484888,0.02177446,0.04354891,0.03287761,0.01822917,0.01302083,0.002929688,0.05273438,0.03841146,0.0250651,0.0139974,0.05501302,0.04101563,0.03059896,0.01236979,0.05859375,0.03938802,0.0218099,0.01985677,0.2192182,0.2149837,0.1931596,0.1570033,0.2228013,0.2612378,0.2429967,0.1934853,0.2208469,0.2436482,0.2123778,0.1302932,0.2032573,0.2592834,0.1589577,0.1602606
25,0.2387181,0.2158273,0.205036,0.1520602,0.2282538,0.2854807,0.325049,0.206344,0.2279267,0.263571,0.1998038,0.1402878,0.2200785,0.2442773,0.1703728,0.1216481,0.2323529,0.2336601,0.2398693,0.1859477,0.2477124,0.306536,0.2836601,0.1879085,0.2124183,0.2493464,0.2189543,0.1401961,0.2156863,0.2454248,0.1598039,0.1601307,0.210285,0.2004586,0.1978382,0.1798231,0.2669505,0.03635768,0.03963315,0.1634458,0.2020963,0.2188012,0.2096299,0.1457583,0.2505732,0.03537504,0.02129053,0.1418277,0.03362716,0.014365,0.01991512,0,0.04701273,0.04080966,0.02644466,0.01044727,0.05027751,0.04244205,0.02840353,0.01338557,0.06105126,0.04407444,0.02187398,0.043095,0.03371522,0.01898527,0.01342062,0.003273322,0.05368249,0.03927987,0.02585925,0.01440262,0.05662848,0.04124386,0.03076923,0.01276596,0.05859247,0.03993453,0.02225859,0.02062193,0.2277487,0.2244764,0.2018979,0.1649215,0.2303665,0.2722513,0.252945,0.2022251,0.2320026,0.2591623,0.2257853,0.1390707,0.2143325,0.2735602,0.1685209,0.1711387
26,0.2524655,0.2294543,0.221236,0.1627219,0.239645,0.3017752,0.3316897,0.2199211,0.2475345,0.2863248,0.21762,0.1535174,0.2383301,0.2656147,0.1867193,0.1311637,0.2528774,0.2545215,0.2627425,0.2032226,0.2683328,0.3347583,0.30878,0.2051957,0.2232818,0.2640579,0.2334758,0.1483065,0.2278856,0.2601118,0.1703387,0.1693522,0.2183075,0.2084294,0.210405,0.1985512,0.2910767,0.03556141,0.03885413,0.1626605,0.2061245,0.2232466,0.2232466,0.1606849,0.2736253,0.03490286,0.02041488,0.1419164,0.03451677,0.01380671,0.01972387,0,0.04766601,0.04010519,0.02662722,0.0105194,0.05095332,0.04207758,0.0285996,0.01314924,0.06180144,0.0443787,0.02169625,0.04306377,0.03351955,0.01971738,0.01380217,0.002957608,0.05323694,0.03943477,0.02596122,0.01347355,0.0555373,0.04173513,0.03121919,0.01215905,0.05915215,0.04042064,0.02234637,0.02004601,0.2414474,0.2407895,0.2174342,0.1782895,0.2450658,0.2901316,0.2720395,0.2157895,0.2526316,0.2832237,0.2483553,0.1529605,0.2332237,0.2947368,0.1855263,0.1875
27,0.2721561,0.2546296,0.2463624,0.1841931,0.2595899,0.327381,0.3386243,0.2433862,0.2718254,0.3171296,0.2407407,0.1736111,0.2625661,0.2939815,0.2073413,0.1455026,0.2808468,0.2861396,0.2960635,0.2299041,0.2957327,0.3718161,0.3456831,0.2318888,0.2411512,0.2907708,0.2570294,0.164737,0.2480979,0.285478,0.1869004,0.1882236,0.2327273,0.2247934,0.2327273,0.2267769,0.3196694,0.03636364,0.03900826,0.1642975,0.2145455,0.2327273,0.2466116,0.1808264,0.298843,0.03570248,0.02016529,0.1431405,0.03465347,0.01485149,0.02046205,0,0.04884489,0.04125413,0.02739274,0.01155115,0.05181518,0.04257426,0.02904291,0.01452145,0.06270627,0.04488449,0.02244224,0.04455446,0.03336637,0.01949125,0.0132144,0.002973241,0.05318797,0.03997357,0.02543773,0.01453584,0.0555005,0.04162537,0.03072349,0.0132144,0.05913446,0.04030393,0.02213413,0.02048233,0.2613448,0.2656509,0.2411395,0.2000663,0.2653196,0.3189798,0.2991057,0.2381583,0.2759192,0.31368,0.2769129,0.1709175,0.2550513,0.3209672,0.2050348,0.2080159
28,0.297378,0.2854298,0.2794557,0.208762,0.2821108,0.3627614,0.3445071,0.2728178,0.2957186,0.348158,0.2645204,0.1918354,0.2860936,0.3239296,0.2290076,0.1596415,0.3082033,0.3168383,0.3284623,0.2570575,0.3231485,0.4101627,0.3812687,0.2567253,0.267353,0.3224842,0.2862836,0.1849884,0.272999,0.3168383,0.2085686,0.2105613,0.254902,0.2495846,0.2615487,0.2542373,0.3413094,0.03589232,0.03988036,0.1648388,0.2283151,0.2479229,0.2775008,0.2003988,0.3187105,0.03522765,0.02126952,0.1429046,0.03448276,0.01525199,0.02055703,0,0.04874005,0.04177719,0.02685676,0.01127321,0.05172414,0.04343501,0.02917772,0.01392573,0.06266578,0.04509284,0.02188329,0.04409814,0.03421927,0.01893688,0.01362126,0.003654485,0.05448505,0.03920266,0.02624585,0.01461794,0.0564784,0.04152824,0.03189369,0.01362126,0.06013289,0.03986711,0.02259136,0.02026578,0.2912783,0.298269,0.273968,0.2286951,0.2939414,0.355526,0.3368841,0.2686418,0.301265,0.3465379,0.307257,0.1900799,0.2792943,0.3505326,0.2270306,0.2323569
29,0.3252168,0.3162108,0.3108739,0.2354903,0.3068712,0.3959306,0.350567,0.3038692,0.3158773,0.3719146,0.2818546,0.2074717,0.3065377,0.3462308,0.2464977,0.1724483,0.3313293,0.3416834,0.3547094,0.2788911,0.3450234,0.4398797,0.4114896,0.2782231,0.2919172,0.3550434,0.3179693,0.2060788,0.2992652,0.3490314,0.2307949,0.2348029,0.2833278,0.2813231,0.2896759,0.2759773,0.3558303,0.03575008,0.03942532,0.1650518,0.24858,0.2712997,0.3060474,0.215837,0.3331106,0.03508186,0.02038089,0.1430003,0.03467822,0.01433811,0.02034011,0,0.04868289,0.04101367,0.02800934,0.01067022,0.05135045,0.04301434,0.03001,0.01333778,0.06235412,0.045015,0.02234078,0.04368123,0.03437917,0.0200267,0.01401869,0.003671562,0.05440588,0.03971963,0.02603471,0.01502003,0.0570761,0.04272363,0.03137517,0.01368491,0.06041389,0.04105474,0.02269693,0.02069426,0.319398,0.3294314,0.3043478,0.2565217,0.3230769,0.3919733,0.3732441,0.2983278,0.3220736,0.3698997,0.3287625,0.2063545,0.2973244,0.3722408,0.2438127,0.2494983
30,0.3490787,0.3420435,0.3386935,0.2576214,0.3293132,0.4281407,0.360134,0.3266332,0.3313233,0.3906198,0.2968174,0.2177554,0.318928,0.3634841,0.2599665,0.1815745,0.3469661,0.3580288,0.3734495,0.2923232,0.3600402,0.4609454,0.4351324,0.2933289,0.3127724,0.3828361,0.3446195,0.2225947,0.320818,0.3761314,0.2494133,0.2534361,0.3133827,0.3117014,0.3130464,0.2898453,0.366846,0.03396099,0.03765972,0.1637525,0.2750504,0.3026227,0.3295225,0.2266308,0.3419637,0.03396099,0.01882986,0.1425689,0.03419377,0.01407979,0.01977875,0,0.04894402,0.04123366,0.02648341,0.01039222,0.05129065,0.04391552,0.0295005,0.01307409,0.06268857,0.04626215,0.02279584,0.04358029,0.03356831,0.01879825,0.01309164,0.002685465,0.0537093,0.03927492,0.02551192,0.01376301,0.05605908,0.04128902,0.03155421,0.01242028,0.05941591,0.04028197,0.02114804,0.01946962,0.3447351,0.3571429,0.3306506,0.2800134,0.3470825,0.4228705,0.4017438,0.3239437,0.3366868,0.3863179,0.3447351,0.2166331,0.3115359,0.3916834,0.2555332,0.2629108
31,0.3709569,0.3628706,0.3584906,0.2742588,0.3487197,0.4545148,0.365903,0.3480458,0.3433288,0.4039758,0.3072776,0.2254043,0.3301887,0.3753369,0.2681941,0.1893531,0.3591383,0.3722652,0.3870751,0.3049478,0.3719286,0.4779536,0.4500168,0.3062942,0.3278357,0.4028946,0.3631774,0.2352743,0.3372602,0.3951531,0.2625379,0.2675867,0.3377237,0.3377237,0.3306316,0.3015873,0.3748733,0.03242148,0.03782506,0.1648092,0.3005741,0.3343465,0.3454914,0.2333671,0.3485309,0.0327592,0.01789936,0.1428571,0.03561828,0.01545699,0.02049731,0,0.0500672,0.04233871,0.02721774,0.01142473,0.05275538,0.04435484,0.02956989,0.01444892,0.06350806,0.04637097,0.02284946,0.04469086,0.03468014,0.02087542,0.01380471,0.004040404,0.05521886,0.04141414,0.02659933,0.01548822,0.05757576,0.04276094,0.03198653,0.01414141,0.06026936,0.04141414,0.02289562,0.02087542,0.3623482,0.3795547,0.3512146,0.2975709,0.3643725,0.4483806,0.4234143,0.3410931,0.3478408,0.4021592,0.3569501,0.2236842,0.3221997,0.4085695,0.2638327,0.2719298
32,0.395112,0.3842498,0.3798371,0.2922607,0.3699932,0.4820095,0.3879837,0.3655804,0.3553971,0.418873,0.3170401,0.2342159,0.3387644,0.3856076,0.2746096,0.1968771,0.3751696,0.3880597,0.406038,0.3208955,0.3880597,0.4979647,0.4670963,0.3151289,0.3432836,0.4216418,0.3802578,0.2466079,0.3493894,0.4104477,0.2720489,0.2805292,0.3653388,0.3656793,0.3520599,0.3169901,0.3871297,0.03779367,0.0411985,0.1675179,0.3285666,0.3690841,0.3626149,0.2427647,0.3578481,0.0350698,0.01940756,0.1460674,0.03731343,0.01696065,0.02204885,0,0.05223881,0.04545455,0.02917232,0.01322931,0.05393487,0.04545455,0.0312076,0.01594301,0.06478969,0.04613297,0.02306649,0.04545455,0.03697422,0.02306649,0.01662144,0.007123474,0.05800543,0.04409769,0.02985075,0.01763908,0.05868385,0.04443691,0.03426052,0.01594301,0.06173677,0.0417232,0.02374491,0.02272727,0.3827328,0.3997281,0.3725357,0.3167913,0.3840925,0.4711081,0.4456152,0.3575799,0.3602991,0.4150238,0.3704963,0.2324949,0.3314072,0.4221618,0.2709042,0.282121
33,0.4080518,0.3940635,0.3879222,0.2992153,0.3824633,0.4964176,0.3967929,0.3746162,0.3616513,0.4251109,0.3227567,0.2371204,0.3439099,0.3920164,0.2790856,0.2016377,0.3802385,0.3955707,0.4126065,0.3260647,0.3931857,0.5069847,0.4780239,0.3206133,0.3512777,0.4316866,0.3887564,0.2521295,0.3563884,0.4194208,0.2780238,0.2868825,0.3773069,0.3790157,0.3602187,0.322283,0.3920027,0.03827751,0.04135338,0.1701982,0.3451811,0.3872181,0.3691046,0.245728,0.361244,0.03485988,0.01948052,0.1466165,0.0391556,0.01838611,0.02383384,0,0.05413688,0.04698672,0.03030303,0.01395982,0.05549881,0.04664624,0.03268642,0.01736466,0.06605379,0.04698672,0.02349336,0.04732721,0.03682237,0.02318445,0.01602455,0.005796113,0.05796113,0.04398227,0.02932151,0.0163655,0.05932492,0.04466417,0.03443573,0.01534265,0.06171156,0.04091374,0.02318445,0.02182066,0.390785,0.409215,0.3822526,0.3238908,0.3924915,0.4832765,0.456314,0.3658703,0.3658703,0.4221843,0.3757679,0.2368601,0.3354949,0.4307167,0.2750853,0.2853242
